	artist	track	genre	time	days	date.peaked	week	rating	days_to_peak	rank
6366	Aguilera, Christina	I Turn To You	Rock	4.0	2000-04-15	2000-07-01	21	43	77 days 00:00:00.000000000	8
6367	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	21	10	126 days 00:00:00.000000000	41
6368	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	21	11	182 days 00:00:00.000000000	40
6369	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	21	5	112 days 00:00:00.000000000	46
6370	N'Sync	Bye Bye Bye	Rock	3.15	2000-01-29	2000-04-15	21	27	77 days 00:00:00.000000000	24
6372	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	21	14	105 days 00:00:00.000000000	37
6373	Mumba, Samantha	Gotta Tell You	Rock	3.19	2000-09-09	2000-12-09	21	29	91 days 00:00:00.000000000	22
6374	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	21	18	91 days 00:00:00.000000000	33
6375	"Elliott, Missy ""Misdemeanor"""	Hot Boyz	Rap	3.51	1999-11-27	2000-01-08	21	38	42 days 00:00:00.000000000	13
6376	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	21	16	91 days 00:00:00.000000000	35
6377	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	21	26	63 days 00:00:00.000000000	25
6378	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	21	19	63 days 00:00:00.000000000	32
6379	Backstreet Boys, The	Show Me The Meaning Of Being Lonely	Rock	3.54	2000-01-01	2000-03-18	21	32	77 days 00:00:00.000000000	19
6380	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	21	14	77 days 00:00:00.000000000	37
6381	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	21	9	112 days 00:00:00.000000000	42
6382	Blink-182	All The Small Things	Rock	2.52	1999-12-04	2000-02-19	21	33	77 days 00:00:00.000000000	18
6385	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	21	8	35 days 00:00:00.000000000	43
6387	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	21	7	140 days 00:00:00.000000000	44
6388	Next	Wifey	Rock	4.03	2000-05-27	2000-09-09	21	35	105 days 00:00:00.000000000	16
6390	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	21	21	91 days 00:00:00.000000000	30
6393	Everclear	Wonderful	Rock	4.3	2000-07-08	2000-09-30	21	45	84 days 00:00:00.000000000	6
6395	Rimes, LeAnn	I Need You	Country	3.42	2000-05-27	2000-08-12	21	21	77 days 00:00:00.000000000	30
6396	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	21	27	91 days 00:00:00.000000000	24
6397	Jay-Z	I Just Wanna Love U (Give It 2 Me)	Rap	3.5	2000-10-28	2000-12-30	21	40	63 days 00:00:00.000000000	11
6398	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	21	24	84 days 00:00:00.000000000	27
6402	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	21	18	91 days 00:00:00.000000000	33
6404	Third Eye Blind	Never Let You Go	Rock	3.57	2000-01-22	2000-04-01	21	45	70 days 00:00:00.000000000	6
6405	Red Hot Chili Peppers	Otherside	Rock	4.13	2000-02-12	2000-05-27	21	29	105 days 00:00:00.000000000	22
6407	Barenaked Ladies	Pinch Me	Rock	3.46	2000-09-09	2000-11-25	21	44	77 days 00:00:00.000000000	7
6410	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	21	30	105 days 00:00:00.000000000	21
6418	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	21	32	105 days 00:00:00.000000000	19
6422	Ludacris	What's Your Fantasy	Rap	4.16	2000-09-30	2000-12-16	21	41	77 days 00:00:00.000000000	10
6425	SoulDecision	Faded	Rock	3.25	2000-07-08	2000-09-09	21	34	63 days 00:00:00.000000000	17
6428	Vertical Horizon	You're A God	Rock	3.45	2000-08-26	2000-11-04	21	49	70 days 00:00:00.000000000	2
6435	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	21	30	63 days 00:00:00.000000000	21
6443	Son By Four	A Puro Dolor (Purest Of Pain)	Latin	3.3	2000-04-08	2000-08-19	21	31	133 days 00:00:00.000000000	20
6445	DMX	Party Up (Up In Here)	Rap	3.45	2000-02-26	2000-04-22	21	43	56 days 00:00:00.000000000	8
6448	Tritt, Travis	Best Of Intentions	Country	4.15	2000-08-19	2000-12-02	21	49	105 days 00:00:00.000000000	2
6455	McGraw, Tim	My Best Friend	Country	4.33	1999-11-27	2000-01-29	21	48	63 days 00:00:00.000000000	3
6657	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	22	7	56 days 00:00:00.000000000	44
6658	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	22	21	56 days 00:00:00.000000000	30
6659	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	22	8	98 days 00:00:00.000000000	43
6660	Madonna	Music	Rock	3.45	2000-08-12	2000-09-16	22	27	35 days 00:00:00.000000000	24
6662	Janet	Doesn't Really Matter	Rock	4.17	2000-06-17	2000-08-26	22	37	70 days 00:00:00.000000000	14
6663	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	22	7	84 days 00:00:00.000000000	44
6665	Sisqo	Incomplete	Rock	3.52	2000-06-24	2000-08-12	22	20	49 days 00:00:00.000000000	31
6667	N'Sync	It's Gonna Be Me	Rock	3.1	2000-05-06	2000-07-29	22	23	84 days 00:00:00.000000000	28
6668	Aguilera, Christina	What A Girl Wants	Rock	3.18	1999-11-27	2000-01-15	22	40	49 days 00:00:00.000000000	11
6669	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	22	3	175 days 00:00:00.000000000	48
6670	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	22	7	182 days 00:00:00.000000000	44
6671	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	22	5	91 days 00:00:00.000000000	46
6672	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	22	4	84 days 00:00:00.000000000	47
6674	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	22	3	168 days 00:00:00.000000000	48
6675	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	22	4	105 days 00:00:00.000000000	47
6676	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	22	11	91 days 00:00:00.000000000	40
6677	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	22	13	49 days 00:00:00.000000000	38
6678	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	22	16	98 days 00:00:00.000000000	35
6680	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	22	4	98 days 00:00:00.000000000	47
6681	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	22	7	217 days 00:00:00.000000000	44
6682	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	22	8	112 days 00:00:00.000000000	43
6684	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	22	10	126 days 00:00:00.000000000	41
6685	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	22	11	182 days 00:00:00.000000000	40
6686	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	22	9	112 days 00:00:00.000000000	42
6687	N'Sync	Bye Bye Bye	Rock	3.15	2000-01-29	2000-04-15	22	34	77 days 00:00:00.000000000	17
6689	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	22	16	105 days 00:00:00.000000000	35
6690	Mumba, Samantha	Gotta Tell You	Rock	3.19	2000-09-09	2000-12-09	22	36	91 days 00:00:00.000000000	15
6691	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	22	17	91 days 00:00:00.000000000	34
6693	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	22	16	91 days 00:00:00.000000000	35
6694	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	22	30	63 days 00:00:00.000000000	21
6695	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	22	22	63 days 00:00:00.000000000	29
6696	Backstreet Boys, The	Show Me The Meaning Of Being Lonely	Rock	3.54	2000-01-01	2000-03-18	22	34	77 days 00:00:00.000000000	17
6697	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	22	18	77 days 00:00:00.000000000	33
6698	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	22	10	112 days 00:00:00.000000000	41
6699	Blink-182	All The Small Things	Rock	2.52	1999-12-04	2000-02-19	22	41	77 days 00:00:00.000000000	10
6702	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	22	9	35 days 00:00:00.000000000	42
6704	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	22	7	140 days 00:00:00.000000000	44
6707	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	22	31	91 days 00:00:00.000000000	20
6712	Rimes, LeAnn	I Need You	Country	3.42	2000-05-27	2000-08-12	22	24	77 days 00:00:00.000000000	27
6713	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	22	31	91 days 00:00:00.000000000	20
6715	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	22	29	84 days 00:00:00.000000000	22
6719	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	22	17	91 days 00:00:00.000000000	34
6721	Third Eye Blind	Never Let You Go	Rock	3.57	2000-01-22	2000-04-01	22	46	70 days 00:00:00.000000000	5
6722	Red Hot Chili Peppers	Otherside	Rock	4.13	2000-02-12	2000-05-27	22	45	105 days 00:00:00.000000000	6
6727	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	22	32	105 days 00:00:00.000000000	19
6735	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	22	37	105 days 00:00:00.000000000	14
6739	Ludacris	What's Your Fantasy	Rap	4.16	2000-09-30	2000-12-16	22	47	77 days 00:00:00.000000000	4
6742	SoulDecision	Faded	Rock	3.25	2000-07-08	2000-09-09	22	38	63 days 00:00:00.000000000	13
6752	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	22	40	63 days 00:00:00.000000000	11
6760	Son By Four	A Puro Dolor (Purest Of Pain)	Latin	3.3	2000-04-08	2000-08-19	22	28	133 days 00:00:00.000000000	23
6765	Tritt, Travis	Best Of Intentions	Country	4.15	2000-08-19	2000-12-02	22	48	105 days 00:00:00.000000000	3
6974	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	23	10	56 days 00:00:00.000000000	41
6975	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	23	26	56 days 00:00:00.000000000	25
6976	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	23	8	98 days 00:00:00.000000000	43
6977	Madonna	Music	Rock	3.45	2000-08-12	2000-09-16	23	29	35 days 00:00:00.000000000	22
6979	Janet	Doesn't Really Matter	Rock	4.17	2000-06-17	2000-08-26	23	40	70 days 00:00:00.000000000	11
6980	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	23	10	84 days 00:00:00.000000000	41
6982	Sisqo	Incomplete	Rock	3.52	2000-06-24	2000-08-12	23	25	49 days 00:00:00.000000000	26
6984	N'Sync	It's Gonna Be Me	Rock	3.1	2000-05-06	2000-07-29	23	28	84 days 00:00:00.000000000	23
6985	Aguilera, Christina	What A Girl Wants	Rock	3.18	1999-11-27	2000-01-15	23	39	49 days 00:00:00.000000000	12
6986	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	23	3	175 days 00:00:00.000000000	48
6987	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	23	5	182 days 00:00:00.000000000	46
6988	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	23	6	91 days 00:00:00.000000000	45
6989	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	23	6	84 days 00:00:00.000000000	45
6991	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	23	3	168 days 00:00:00.000000000	48
6992	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	23	4	105 days 00:00:00.000000000	47
6993	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	23	10	91 days 00:00:00.000000000	41
6994	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	23	13	49 days 00:00:00.000000000	38
6995	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	23	20	98 days 00:00:00.000000000	31
6997	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	23	6	98 days 00:00:00.000000000	45
6998	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	23	6	217 days 00:00:00.000000000	45
6999	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	23	13	112 days 00:00:00.000000000	38
7001	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	23	11	126 days 00:00:00.000000000	40
7002	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	23	10	182 days 00:00:00.000000000	41
7003	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	23	9	112 days 00:00:00.000000000	42
7004	N'Sync	Bye Bye Bye	Rock	3.15	2000-01-29	2000-04-15	23	40	77 days 00:00:00.000000000	11
7006	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	23	18	105 days 00:00:00.000000000	33
7008	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	23	18	91 days 00:00:00.000000000	33
7010	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	23	21	91 days 00:00:00.000000000	30
7011	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	23	30	63 days 00:00:00.000000000	21
7012	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	23	23	63 days 00:00:00.000000000	28
7013	Backstreet Boys, The	Show Me The Meaning Of Being Lonely	Rock	3.54	2000-01-01	2000-03-18	23	45	77 days 00:00:00.000000000	6
7014	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	23	26	77 days 00:00:00.000000000	25
7015	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	23	14	112 days 00:00:00.000000000	37
7016	Blink-182	All The Small Things	Rock	2.52	1999-12-04	2000-02-19	23	43	77 days 00:00:00.000000000	8
7019	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	23	12	35 days 00:00:00.000000000	39
7021	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	23	8	140 days 00:00:00.000000000	43
7024	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	23	38	91 days 00:00:00.000000000	13
7029	Rimes, LeAnn	I Need You	Country	3.42	2000-05-27	2000-08-12	23	25	77 days 00:00:00.000000000	26
7030	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	23	33	91 days 00:00:00.000000000	18
7032	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	23	36	84 days 00:00:00.000000000	15
7036	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	23	16	91 days 00:00:00.000000000	35
7044	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	23	42	105 days 00:00:00.000000000	9
7052	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	23	37	105 days 00:00:00.000000000	14
7059	SoulDecision	Faded	Rock	3.25	2000-07-08	2000-09-09	23	45	63 days 00:00:00.000000000	6
7069	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	23	36	63 days 00:00:00.000000000	15
7077	Son By Four	A Puro Dolor (Purest Of Pain)	Latin	3.3	2000-04-08	2000-08-19	23	30	133 days 00:00:00.000000000	21
7291	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	24	12	56 days 00:00:00.000000000	39
7292	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	24	36	56 days 00:00:00.000000000	15
7293	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	24	12	98 days 00:00:00.000000000	39
7294	Madonna	Music	Rock	3.45	2000-08-12	2000-09-16	24	44	35 days 00:00:00.000000000	7
7296	Janet	Doesn't Really Matter	Rock	4.17	2000-06-17	2000-08-26	24	41	70 days 00:00:00.000000000	10
7297	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	24	13	84 days 00:00:00.000000000	38
7299	Sisqo	Incomplete	Rock	3.52	2000-06-24	2000-08-12	24	31	49 days 00:00:00.000000000	20
7301	N'Sync	It's Gonna Be Me	Rock	3.1	2000-05-06	2000-07-29	24	38	84 days 00:00:00.000000000	13
7302	Aguilera, Christina	What A Girl Wants	Rock	3.18	1999-11-27	2000-01-15	24	44	49 days 00:00:00.000000000	7
7303	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	24	6	175 days 00:00:00.000000000	45
7304	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	24	3	182 days 00:00:00.000000000	48
7305	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	24	9	91 days 00:00:00.000000000	42
7306	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	24	9	84 days 00:00:00.000000000	42
7308	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	24	3	168 days 00:00:00.000000000	48
7309	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	24	8	105 days 00:00:00.000000000	43
7310	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	24	19	91 days 00:00:00.000000000	32
7311	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	24	13	49 days 00:00:00.000000000	38
7312	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	24	20	98 days 00:00:00.000000000	31
7314	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	24	7	98 days 00:00:00.000000000	44
7315	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	24	6	217 days 00:00:00.000000000	45
7316	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	24	17	112 days 00:00:00.000000000	34
7318	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	24	20	126 days 00:00:00.000000000	31
7319	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	24	12	182 days 00:00:00.000000000	39
7320	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	24	7	112 days 00:00:00.000000000	44
7323	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	24	21	105 days 00:00:00.000000000	30
7325	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	24	19	91 days 00:00:00.000000000	32
7327	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	24	27	91 days 00:00:00.000000000	24
7328	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	24	39	63 days 00:00:00.000000000	12
7329	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	24	24	63 days 00:00:00.000000000	27
7330	Backstreet Boys, The	Show Me The Meaning Of Being Lonely	Rock	3.54	2000-01-01	2000-03-18	24	47	77 days 00:00:00.000000000	4
7331	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	24	30	77 days 00:00:00.000000000	21
7332	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	24	16	112 days 00:00:00.000000000	35
7336	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	24	16	35 days 00:00:00.000000000	35
7338	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	24	10	140 days 00:00:00.000000000	41
7341	Sonique	It Feels So Good	Rock	3.48	2000-01-22	2000-04-22	24	49	91 days 00:00:00.000000000	2
7346	Rimes, LeAnn	I Need You	Country	3.42	2000-05-27	2000-08-12	24	30	77 days 00:00:00.000000000	21
7347	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	24	35	91 days 00:00:00.000000000	16
7349	Jagged Edge	Let's Get Married	Rock	4.23	2000-05-06	2000-07-29	24	47	84 days 00:00:00.000000000	4
7353	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	24	22	91 days 00:00:00.000000000	29
7361	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	24	45	105 days 00:00:00.000000000	6
7369	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	24	42	105 days 00:00:00.000000000	9
7386	Kandi	Don't Think I'm Not	Rock	3.5	2000-08-05	2000-10-07	24	41	63 days 00:00:00.000000000	10
7394	Son By Four	A Puro Dolor (Purest Of Pain)	Latin	3.3	2000-04-08	2000-08-19	24	32	133 days 00:00:00.000000000	19
7608	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	25	15	56 days 00:00:00.000000000	36
7609	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	25	48	56 days 00:00:00.000000000	3
7610	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	25	14	98 days 00:00:00.000000000	37
7614	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	25	14	84 days 00:00:00.000000000	37
7616	Sisqo	Incomplete	Rock	3.52	2000-06-24	2000-08-12	25	32	49 days 00:00:00.000000000	19
7618	N'Sync	It's Gonna Be Me	Rock	3.1	2000-05-06	2000-07-29	25	48	84 days 00:00:00.000000000	3
7620	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	25	6	175 days 00:00:00.000000000	45
7621	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	25	3	182 days 00:00:00.000000000	48
7622	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	25	13	91 days 00:00:00.000000000	38
7623	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	25	12	84 days 00:00:00.000000000	39
7625	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	25	2	168 days 00:00:00.000000000	49
7626	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	25	11	105 days 00:00:00.000000000	40
7627	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	25	23	91 days 00:00:00.000000000	28
7628	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	25	15	49 days 00:00:00.000000000	36
7629	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	25	22	98 days 00:00:00.000000000	29
7631	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	25	6	98 days 00:00:00.000000000	45
7632	3 Doors Down	Kryptonite	Rock	3.53	2000-04-08	2000-11-11	25	6	217 days 00:00:00.000000000	45
7633	Sisqo	Thong Song	Rock	4.05	2000-01-29	2000-05-20	25	24	112 days 00:00:00.000000000	27
7635	Houston, Whitney	My Love Is Your Love	Rock	4.16	1999-09-04	2000-01-08	25	22	126 days 00:00:00.000000000	29
7636	Joe	I Wanna Know	Rock	4.57	2000-01-01	2000-07-01	25	10	182 days 00:00:00.000000000	41
7637	Jordan, Montell	Get It On.. Tonite	Rap	4.34	1999-10-23	2000-02-12	25	9	112 days 00:00:00.000000000	42
7640	Pink	Most Girls	Rock	4.06	2000-08-12	2000-11-25	25	26	105 days 00:00:00.000000000	25
7642	Blaque	Bring It All To Me	Pop	3.46	1999-10-23	2000-01-22	25	19	91 days 00:00:00.000000000	32
7644	Gray, Macy	I Try	Rock	3.52	2000-02-19	2000-05-20	25	34	91 days 00:00:00.000000000	17
7645	N'Sync	This I Promise You	Rock	4.23	2000-09-30	2000-12-02	25	41	63 days 00:00:00.000000000	10
7646	Ruff Endz	No More	Rock	3.56	2000-07-01	2000-09-02	25	33	63 days 00:00:00.000000000	18
7648	Nine Days	Absolutely (Story Of A Girl)	Rock	3.09	2000-05-06	2000-07-22	25	36	77 days 00:00:00.000000000	15
7649	Dion, Celine	That's The Way It Is	Rock	4.03	1999-11-13	2000-03-04	25	26	112 days 00:00:00.000000000	25
7653	Pink	There U Go	Rock	3.23	2000-03-04	2000-04-08	25	20	35 days 00:00:00.000000000	31
7655	Nelly	(Hot S**t) Country Grammar	Rap	4.17	2000-04-29	2000-09-16	25	11	140 days 00:00:00.000000000	40
7663	Rimes, LeAnn	I Need You	Country	3.42	2000-05-27	2000-08-12	25	41	77 days 00:00:00.000000000	10
7664	Smash Mouth	Then The Morning Comes	Rock	3.04	1999-10-30	2000-01-29	25	41	91 days 00:00:00.000000000	10
7670	BBMak	Back Here	Rock	3.35	2000-04-29	2000-07-29	25	24	91 days 00:00:00.000000000	27
7678	Sting	Desert Rose	Rock	3.52	2000-05-13	2000-08-26	25	42	105 days 00:00:00.000000000	9
7686	Train	Meet Virginia	Rock	3.55	1999-10-09	2000-01-22	25	46	105 days 00:00:00.000000000	5
7711	Son By Four	A Puro Dolor (Purest Of Pain)	Latin	3.3	2000-04-08	2000-08-19	25	39	133 days 00:00:00.000000000	12
7925	Destiny's Child	Independent Women Part I	Rock	3.38	2000-09-23	2000-11-18	26	22	56 days 00:00:00.000000000	29
7926	Santana	Maria, Maria	Rock	4.18	2000-02-12	2000-04-08	26	47	56 days 00:00:00.000000000	4
7927	Savage Garden	I Knew I Loved You	Rock	4.07	1999-10-23	2000-01-29	26	17	98 days 00:00:00.000000000	34
7931	Destiny's Child	Say My Name	Rock	4.31	1999-12-25	2000-03-18	26	18	84 days 00:00:00.000000000	33
7933	Sisqo	Incomplete	Rock	3.52	2000-06-24	2000-08-12	26	46	49 days 00:00:00.000000000	5
7937	Vertical Horizon	Everything You Want	Rock	4.01	2000-01-22	2000-07-15	26	1	175 days 00:00:00.000000000	50
7938	Creed	With Arms Wide Open	Rock	3.52	2000-05-13	2000-11-11	26	3	182 days 00:00:00.000000000	48
7939	Aaliyah	Try Again	Rock	4.03	2000-03-18	2000-06-17	26	14	91 days 00:00:00.000000000	37
7940	matchbox twenty	Bent	Rock	4.12	2000-04-29	2000-07-22	26	13	84 days 00:00:00.000000000	38
7942	Hill, Faith	Breathe	Rap	4.04	1999-11-06	2000-04-22	26	2	168 days 00:00:00.000000000	49
7943	Mya	Case Of The Ex (Whatcha Gonna Do)	Rock	3.5	2000-08-19	2000-12-02	26	15	105 days 00:00:00.000000000	36
7944	Dream	He Loves U Not	Rock	3.43	2000-09-30	2000-12-30	26	28	91 days 00:00:00.000000000	23
7945	Braxton, Toni	He Wasn't Man Enough	Rock	4.21	2000-03-18	2000-05-06	26	16	49 days 00:00:00.000000000	35
7946	Anthony, Marc	You Sang To Me	Latin	3.5	2000-02-26	2000-06-03	26	25	98 days 00:00:00.000000000	26
7948	Destiny's Child	Jumpin' Jumpin'	Rock	3.48	2000-05-13	2000-08-19	26	8	98 days 00:00:00.000000000	43
